"UniqueID","sold","biddable","startprice","condition","cellular","carrier","color","storage","productline","noDescription","charCountDescription","upperCaseDescription","startprice_99end"
11512,0,"not biddable",235,"new","No cellular","None","Space Gray","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11513,1,"not biddable",295,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini 2","contains description",38,0,"not a 99 ending"
11514,1,"not biddable",219,"refurbished","Cellular","Verizon","Black","Less than 128 GB","iPad mini","contains description",102,5,"not a 99 ending"
11515,0,"not biddable",299,"used","No cellular","None","Gold","Less than 128 GB","iPad mini3","no description",0,0,"99 ending"
11516,1,"not biddable",280,"new","No cellular","None","White","Less than 128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
11517,0,"not biddable",330,"used","Cellular","AT&T","White","Less than 128 GB","iPad 2","contains description",99,2,"not a 99 ending"
11518,1,"not biddable",180,"used","Cellular","AT&T","Space Gray","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11519,0,"not biddable",500,"used","Cellular","AT&T","White","128 GB","iPad Air 1/2","contains description",36,2,"not a 99 ending"
11520,1,"not biddable",205,"used","Cellular","Verizon","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11521,1,"not biddable",208,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11522,1,"not biddable",419,"new","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11523,0,"not biddable",165,"used","No cellular","None","Black","Less than 128 GB","iPad 1","contains description",98,2,"not a 99 ending"
11524,1,"not biddable",650,"new","Cellular","AT&T","Unknown","128 GB","iPad mini3","no description",0,0,"not a 99 ending"
11525,1,"not biddable",290,"new","No cellular","None","White","Less than 128 GB","iPad mini3","no description",0,0,"not a 99 ending"
11526,0,"not biddable",347,"new","No cellular","None","White","Less than 128 GB","Unknown","no description",0,0,"not a 99 ending"
11527,0,"not biddable",175,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
11528,0,"not biddable",400,"new","Cellular","Verizon","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11529,0,"not biddable",730,"new","Cellular","Unknown","White","128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11530,1,"not biddable",150,"used","Cellular","Sprint/T-Mobile","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11531,0,"not biddable",225,"used","No cellular","None","Space Gray","Less than 128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
11532,0,"not biddable",325,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini 2","contains description",11,0,"not a 99 ending"
11533,0,"not biddable",749.99,"new","Cellular","Unknown","Space Gray","128 GB","iPad Air 1/2","no description",0,0,"99 ending"
11534,0,"not biddable",225,"new","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11535,1,"not biddable",150,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
11536,1,"not biddable",128,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad 2","contains description",95,2,"not a 99 ending"
11537,0,"not biddable",105,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","contains description",11,2,"not a 99 ending"
11538,0,"not biddable",175,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11539,0,"not biddable",550,"refurbished","Cellular","Unknown","Unknown","Less than 128 GB","iPad Air 1/2","contains description",97,1,"not a 99 ending"
11540,1,"not biddable",349.95,"new","No cellular","None","Unknown","Less than 128 GB","iPad mini3","no description",0,0,"not a 99 ending"
11541,0,"not biddable",250,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11542,0,"not biddable",145,"used","No cellular","None","Black","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
11543,0,"not biddable",210,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","contains description",106,2,"not a 99 ending"
11544,1,"not biddable",90,"used","Cellular","AT&T","Black","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
11545,0,"not biddable",100,"used","No cellular","None","Black","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
11546,0,"not biddable",331.99,"new","No cellular","None","Gold","Less than 128 GB","iPad mini3","no description",0,0,"99 ending"
11547,0,"not biddable",348.6,"new","Cellular","AT&T","Space Gray","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11548,0,"not biddable",308,"new","No cellular","None","Space Gray","Less than 128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
11549,0,"not biddable",349,"used","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","contains description",99,6,"not a 99 ending"
11550,0,"not biddable",70,"used","Unknown","Unknown","Unknown","Unknown","Unknown","no description",0,0,"not a 99 ending"
11551,0,"not biddable",350,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
11552,0,"not biddable",710,"used","Cellular","Unknown","Gold","128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11553,0,"not biddable",230,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11554,0,"not biddable",275,"new","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",73,4,"not a 99 ending"
11555,1,"not biddable",380,"used","Cellular","Sprint/T-Mobile","Space Gray","Less than 128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
11556,0,"not biddable",399.99,"new","No cellular","None","Unknown","Less than 128 GB","iPad mini3","no description",0,0,"99 ending"
11557,0,"not biddable",280,"new","No cellular","None","Black","Unknown","iPad mini","no description",0,0,"not a 99 ending"
11558,0,"not biddable",220,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",73,1,"not a 99 ending"
11559,0,"not biddable",525,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad 2","contains description",76,1,"not a 99 ending"
11560,0,"not biddable",149,"used","Cellular","AT&T","Black","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
11561,1,"not biddable",350,"used","Cellular","Verizon","White","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11562,0,"not biddable",275,"new","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11563,0,"not biddable",300,"used","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11564,0,"not biddable",327.58,"new","No cellular","None","Space Gray","Less than 128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
11565,0,"not biddable",250,"refurbished","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11566,0,"not biddable",400,"used","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","contains description",99,16,"not a 99 ending"
11567,1,"not biddable",420,"used","No cellular","None","White","Unknown","iPad mini Retina","no description",0,0,"not a 99 ending"
11568,0,"not biddable",289,"used","Unknown","Unknown","Unknown","Unknown","iPad mini","contains description",17,0,"not a 99 ending"
11569,0,"not biddable",375,"used","No cellular","None","White","Less than 128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
11570,1,"not biddable",250,"used","Unknown","Unknown","Black","Unknown","Unknown","contains description",98,1,"not a 99 ending"
11571,0,"not biddable",525,"used","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11572,0,"not biddable",269.95,"used","No cellular","None","Black","Less than 128 GB","iPad 3","contains description",99,3,"not a 99 ending"
11573,0,"not biddable",455,"new","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11574,0,"not biddable",200,"used","No cellular","None","White","Less than 128 GB","Unknown","no description",0,0,"not a 99 ending"
11575,0,"not biddable",149.99,"used","Cellular","AT&T","Black","Less than 128 GB","iPad 1","no description",0,0,"99 ending"
11576,0,"not biddable",400,"used","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","contains description",87,3,"not a 99 ending"
11577,0,"not biddable",315,"used","Unknown","Unknown","Unknown","Less than 128 GB","iPad 4","no description",0,0,"not a 99 ending"
11578,0,"not biddable",500,"new","No cellular","None","Unknown","Less than 128 GB","iPad mini3","no description",0,0,"not a 99 ending"
11579,0,"not biddable",70,"used","No cellular","None","Black","Unknown","iPad 1","no description",0,0,"not a 99 ending"
11580,0,"not biddable",450,"used","No cellular","None","Unknown","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
11581,1,"not biddable",8,"used","Unknown","Unknown","Unknown","Unknown","iPad 4","contains description",12,1,"not a 99 ending"
11582,1,"not biddable",195,"refurbished","Cellular","AT&T","Black","Less than 128 GB","iPad 4","no description",0,0,"not a 99 ending"
11583,1,"not biddable",4.99,"new","Unknown","Unknown","Unknown","Unknown","Unknown","no description",0,0,"99 ending"
11584,0,"not biddable",259.99,"new","No cellular","None","White","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
11585,0,"not biddable",100,"used","Unknown","Unknown","Unknown","Less than 128 GB","Unknown","contains description",85,1,"not a 99 ending"
11586,0,"not biddable",350,"used","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","contains description",40,2,"not a 99 ending"
11587,0,"not biddable",380,"used","Unknown","Unknown","Black","Less than 128 GB","Unknown","contains description",41,3,"not a 99 ending"
11588,0,"not biddable",200,"refurbished","No cellular","None","Unknown","Less than 128 GB","iPad 3","contains description",92,5,"not a 99 ending"
11589,1,"not biddable",150,"used","No cellular","None","Unknown","Less than 128 GB","Unknown","no description",0,0,"not a 99 ending"
11590,1,"not biddable",380,"new","No cellular","None","White","Less than 128 GB","iPad mini3","no description",0,0,"not a 99 ending"
11591,0,"not biddable",2.99,"new","Unknown","Unknown","Unknown","Unknown","Unknown","no description",0,0,"99 ending"
11592,0,"not biddable",350,"new","Unknown","Unknown","White","Less than 128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
11593,0,"biddable",60,"for parts or not working","Cellular","Verizon","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11594,0,"not biddable",480,"used","Unknown","Unknown","Unknown","Unknown","Unknown","contains description",35,3,"not a 99 ending"
11595,0,"not biddable",175,"used","No cellular","None","Black","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
11596,1,"not biddable",69.69,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad 3","contains description",6,0,"not a 99 ending"
11597,0,"not biddable",175,"used","Unknown","Unknown","Unknown","Unknown","Unknown","no description",0,0,"not a 99 ending"
11598,1,"biddable",15,"for parts or not working","Cellular","AT&T","Unknown","Less than 128 GB","iPad 1","contains description",109,4,"not a 99 ending"
11599,0,"not biddable",119.88,"for parts or not working","Cellular","Verizon","Unknown","Less than 128 GB","iPad 4","contains description",29,26,"not a 99 ending"
11600,0,"not biddable",225,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
11601,1,"not biddable",29.99,"for parts or not working","Cellular","AT&T","Unknown","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
11602,0,"biddable",119.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown","no description",0,0,"99 ending"
11603,1,"biddable",0.99,"for parts or not working","No cellular","None","White","Less than 128 GB","iPad 4","contains description",20,2,"99 ending"
11604,0,"not biddable",150,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad 4","no description",0,0,"not a 99 ending"
11605,1,"not biddable",229,"for parts or not working","Unknown","Unknown","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11606,0,"not biddable",199,"for parts or not working","No cellular","None","White","Less than 128 GB","Unknown","no description",0,0,"99 ending"
11607,1,"biddable",50,"for parts or not working","No cellular","None","White","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
11608,1,"not biddable",149,"refurbished","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11609,1,"not biddable",29.95,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad 1","contains description",70,10,"not a 99 ending"
11610,0,"not biddable",129.99,"for parts or not working","No cellular","None","White","Less than 128 GB","iPad 2","contains description",11,1,"99 ending"
11611,1,"biddable",15,"for parts or not working","Cellular","Unknown","Black","Less than 128 GB","iPad 1","contains description",103,32,"not a 99 ending"
11612,0,"not biddable",229.98,"for parts or not working","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","contains description",99,17,"not a 99 ending"
11613,1,"biddable",19.5,"for parts or not working","Cellular","Sprint/T-Mobile","Black","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11614,0,"not biddable",69.95,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",24,4,"not a 99 ending"
11615,1,"biddable",75,"for parts or not working","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11616,1,"biddable",50,"for parts or not working","No cellular","None","Space Gray","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11617,1,"biddable",14.99,"for parts or not working","Cellular","Unknown","Black","Less than 128 GB","iPad 1","no description",0,0,"99 ending"
11618,1,"biddable",100,"for parts or not working","Cellular","Unknown","White","Less than 128 GB","iPad 4","no description",0,0,"not a 99 ending"
11619,1,"biddable",299.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown","contains description",87,4,"99 ending"
11620,1,"biddable",0.99,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",26,0,"99 ending"
11621,1,"biddable",0.99,"for parts or not working","Cellular","Unknown","Black","Less than 128 GB","iPad 1","contains description",99,1,"99 ending"
11622,0,"biddable",30,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
11623,1,"biddable",0.99,"for parts or not working","No cellular","None","Black","Less than 128 GB","Unknown","no description",0,0,"99 ending"
11624,1,"biddable",25,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad 3","contains description",60,2,"not a 99 ending"
11625,1,"biddable",0.99,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"99 ending"
11626,0,"biddable",114.99,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
11627,1,"biddable",49.99,"for parts or not working","No cellular","None","White","Less than 128 GB","iPad 3","no description",0,0,"99 ending"
11628,1,"biddable",10,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad mini","contains description",99,1,"not a 99 ending"
11629,0,"not biddable",59.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown","contains description",89,15,"99 ending"
11630,1,"biddable",30,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
11631,0,"not biddable",100,"for parts or not working","Cellular","Unknown","Black","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
11632,1,"biddable",30,"for parts or not working","No cellular","None","White","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11633,0,"not biddable",209,"for parts or not working","Unknown","Unknown","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11634,1,"biddable",14.99,"for parts or not working","Cellular","Unknown","Black","Less than 128 GB","iPad 1","no description",0,0,"99 ending"
11635,1,"biddable",0.99,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad 3","contains description",40,0,"99 ending"
11636,1,"biddable",25,"for parts or not working","No cellular","None","White","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11637,1,"biddable",0.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown","no description",0,0,"99 ending"
11638,1,"biddable",39,"for parts or not working","No cellular","None","White","Less than 128 GB","iPad 4","no description",0,0,"not a 99 ending"
11639,0,"biddable",119.99,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
11640,0,"not biddable",89.99,"for parts or not working","No cellular","None","White","Less than 128 GB","iPad 2","contains description",100,9,"99 ending"
11641,1,"biddable",32.95,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown","contains description",21,2,"not a 99 ending"
11642,0,"not biddable",550,"for parts or not working","Cellular","Sprint/T-Mobile","Unknown","128 GB","iPad Air 1/2","contains description",19,5,"not a 99 ending"
11643,0,"not biddable",128,"for parts or not working","No cellular","None","White","Less than 128 GB","iPad 3","contains description",101,2,"not a 99 ending"
11644,0,"biddable",80,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
11645,1,"biddable",0.99,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"99 ending"
11646,1,"biddable",40,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",94,76,"not a 99 ending"
11647,1,"biddable",0.99,"for parts or not working","No cellular","None","Space Gray","Less than 128 GB","iPad mini","contains description",87,2,"99 ending"
11648,1,"not biddable",71.99,"for parts or not working","No cellular","None","Black","Less than 128 GB","iPad 2","no description",0,0,"99 ending"
11649,0,"not biddable",209,"for parts or not working","Unknown","Unknown","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11650,1,"biddable",92,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",54,8,"not a 99 ending"
11651,0,"biddable",179.99,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","contains description",87,4,"99 ending"
11652,1,"biddable",0.99,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad mini 2","contains description",96,6,"99 ending"
11653,1,"biddable",0.99,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
11654,1,"biddable",0.99,"for parts or not working","Cellular","Sprint/T-Mobile","White","Less than 128 GB","iPad Air 1/2","contains description",30,10,"99 ending"
11655,1,"biddable",65,"for parts or not working","Cellular","AT&T","Black","Less than 128 GB","iPad 4","no description",0,0,"not a 99 ending"
11656,1,"biddable",0.99,"for parts or not working","No cellular","None","Black","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
11657,1,"biddable",1,"for parts or not working","Cellular","AT&T","Unknown","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
11658,0,"not biddable",128,"for parts or not working","No cellular","None","White","Less than 128 GB","iPad 3","contains description",101,2,"not a 99 ending"
11659,0,"not biddable",200,"used","Unknown","Unknown","Unknown","Less than 128 GB","iPad 2","contains description",100,3,"not a 99 ending"
11660,1,"biddable",0.99,"for parts or not working","No cellular","None","Black","Less than 128 GB","iPad mini","contains description",101,0,"99 ending"
11661,1,"biddable",25,"for parts or not working","No cellular","None","White","Less than 128 GB","iPad mini","contains description",35,1,"not a 99 ending"
11662,1,"biddable",30,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11663,1,"not biddable",57.5,"for parts or not working","Unknown","Unknown","Unknown","Less than 128 GB","Unknown","no description",0,0,"not a 99 ending"
11664,1,"biddable",39.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown","no description",0,0,"99 ending"
11665,1,"biddable",75,"for parts or not working","Unknown","Unknown","Unknown","Less than 128 GB","Unknown","no description",0,0,"not a 99 ending"
11666,1,"biddable",5,"for parts or not working","No cellular","None","White","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
11667,1,"biddable",40,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",94,76,"not a 99 ending"
11668,0,"not biddable",119.99,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
11669,1,"biddable",74.99,"for parts or not working","No cellular","None","Black","Less than 128 GB","iPad 2","contains description",38,1,"99 ending"
11670,1,"biddable",29.95,"for parts or not working","No cellular","None","Black","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
11671,1,"biddable",40,"for parts or not working","Cellular","Verizon","White","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
11672,1,"biddable",50,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11673,0,"not biddable",129.95,"for parts or not working","No cellular","None","Black","Less than 128 GB","iPad 2","contains description",38,1,"not a 99 ending"
11674,0,"biddable",45,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11675,0,"not biddable",129.95,"for parts or not working","Cellular","Unknown","Black","Less than 128 GB","iPad 2","contains description",99,3,"not a 99 ending"
11676,1,"not biddable",54.99,"for parts or not working","Cellular","AT&T","Black","Less than 128 GB","iPad 1","contains description",55,1,"99 ending"
11677,0,"not biddable",189.99,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"99 ending"
11678,1,"biddable",1,"for parts or not working","Unknown","Unknown","Unknown","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
11679,1,"biddable",70,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11680,1,"biddable",49.99,"for parts or not working","No cellular","None","Black","Less than 128 GB","iPad 1","contains description",111,10,"99 ending"
11681,1,"biddable",0.99,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",100,5,"99 ending"
11682,0,"not biddable",399.99,"for parts or not working","Cellular","AT&T","Unknown","Less than 128 GB","iPad Air 1/2","contains description",61,4,"99 ending"
11683,0,"biddable",149.98,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad 4","contains description",36,16,"not a 99 ending"
11684,0,"not biddable",157,"for parts or not working","Cellular","Verizon","Unknown","Less than 128 GB","iPad 2","contains description",38,32,"not a 99 ending"
11685,0,"biddable",160,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",99,1,"not a 99 ending"
11686,1,"biddable",50,"for parts or not working","Unknown","Unknown","Space Gray","Unknown","Unknown","no description",0,0,"not a 99 ending"
11687,0,"not biddable",100,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11688,1,"biddable",1,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","contains description",14,1,"not a 99 ending"
11689,1,"biddable",0.99,"for parts or not working","No cellular","None","Black","Less than 128 GB","iPad mini","contains description",98,2,"99 ending"
11690,1,"biddable",0.99,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad 4","contains description",100,5,"99 ending"
11691,0,"biddable",0.99,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad mini","contains description",100,5,"99 ending"
11692,0,"not biddable",150,"for parts or not working","Unknown","Unknown","White","Less than 128 GB","iPad 4","no description",0,0,"not a 99 ending"
11693,0,"biddable",224.99,"for parts or not working","Cellular","Verizon","Unknown","Less than 128 GB","iPad 4","contains description",93,3,"99 ending"
11694,1,"biddable",15,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
11695,1,"biddable",75,"for parts or not working","Unknown","Unknown","Space Gray","Less than 128 GB","Unknown","no description",0,0,"not a 99 ending"
11696,0,"not biddable",55,"for parts or not working","Unknown","Unknown","Unknown","Unknown","iPad 1","no description",0,0,"not a 99 ending"
11697,1,"not biddable",250,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
11698,0,"not biddable",89.99,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",88,10,"99 ending"
11699,0,"biddable",99.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","iPad 4","no description",0,0,"99 ending"
11700,0,"biddable",19.99,"for parts or not working","Unknown","Unknown","Space Gray","Less than 128 GB","Unknown","no description",0,0,"99 ending"
11701,1,"biddable",62,"for parts or not working","Unknown","Unknown","White","Unknown","iPad mini","no description",0,0,"not a 99 ending"
11702,1,"not biddable",144.5,"for parts or not working","No cellular","None","Black","Less than 128 GB","iPad 4","contains description",99,4,"not a 99 ending"
11703,0,"not biddable",74.95,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11704,0,"biddable",99.95,"for parts or not working","No cellular","None","White","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11705,1,"not biddable",590,"new","Unknown","Unknown","White","Less than 128 GB","Unknown","no description",0,0,"not a 99 ending"
11706,1,"biddable",0.99,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad 4","contains description",98,3,"99 ending"
11707,1,"not biddable",29.99,"for parts or not working","Cellular","AT&T","Black","Less than 128 GB","iPad 1","contains description",55,1,"99 ending"
11708,1,"biddable",0.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown","contains description",100,5,"99 ending"
11709,1,"biddable",25,"for parts or not working","Unknown","Unknown","Unknown","Less than 128 GB","Unknown","no description",0,0,"not a 99 ending"
11710,1,"biddable",0.99,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad mini","contains description",89,69,"99 ending"
11711,1,"biddable",0.99,"for parts or not working","Unknown","Unknown","Unknown","Less than 128 GB","Unknown","no description",0,0,"99 ending"
11712,0,"biddable",42,"for parts or not working","No cellular","None","Black","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11713,0,"biddable",150,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad 3","contains description",80,2,"not a 99 ending"
11714,1,"biddable",20,"for parts or not working","Unknown","Unknown","White","Unknown","Unknown","contains description",93,41,"not a 99 ending"
11715,1,"biddable",0.99,"for parts or not working","No cellular","None","White","Less than 128 GB","iPad 3","no description",0,0,"99 ending"
11716,1,"biddable",1,"for parts or not working","Unknown","Unknown","Unknown","Unknown","iPad mini","no description",0,0,"not a 99 ending"
11717,1,"biddable",20,"for parts or not working","No cellular","None","Space Gray","Less than 128 GB","iPad mini","contains description",98,5,"not a 99 ending"
11718,0,"biddable",100,"for parts or not working","Unknown","Unknown","Unknown","Less than 128 GB","iPad 1","contains description",52,2,"not a 99 ending"
11719,0,"not biddable",196.79,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown","no description",0,0,"not a 99 ending"
11720,1,"not biddable",150.87,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown","no description",0,0,"not a 99 ending"
11721,1,"not biddable",36.95,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad 1","contains description",70,10,"not a 99 ending"
11722,1,"biddable",0.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown","contains description",13,2,"99 ending"
11723,1,"biddable",0.99,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad mini","contains description",100,5,"99 ending"
11724,0,"not biddable",209.9,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad 1","contains description",10,1,"not a 99 ending"
11725,1,"not biddable",80,"for parts or not working","Unknown","Unknown","Unknown","Unknown","iPad 2","contains description",54,2,"not a 99 ending"
11726,1,"biddable",0.99,"for parts or not working","No cellular","None","Black","Less than 128 GB","iPad mini","contains description",102,7,"99 ending"
11727,1,"not biddable",52.99,"for parts or not working","Cellular","AT&T","Black","Less than 128 GB","iPad 1","contains description",55,1,"99 ending"
11728,0,"not biddable",60,"for parts or not working","No cellular","None","Black","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11729,1,"biddable",0.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown","contains description",70,4,"99 ending"
11730,1,"biddable",0.99,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","contains description",100,5,"99 ending"
