"biddable","startprice","condition","cellular","carrier","color","storage","productline","sold","UniqueID","noDescription","charCountDescription","upperCaseDescription","startprice_99end"
"not biddable",220,"used","Unknown","Unknown","Unknown","Unknown","iPad 1",0,11447,"contains description",0,0,"not a 99 ending"
"not biddable",4.69,"new","Unknown","Unknown","Unknown","Unknown","Unknown",1,11448,"contains description",0,0,"not a 99 ending"
"not biddable",9.99,"used","Unknown","Unknown","Unknown","Unknown","Unknown",0,11449,"contains description",0,0,"99 ending"
"not biddable",139.99,"new","Unknown","Unknown","Black","Unknown","Unknown",0,11450,"contains description",0,0,"99 ending"
"not biddable",69.99,"new","Unknown","Unknown","Unknown","Unknown","iPad 2",0,11451,"contains description",0,0,"99 ending"
"not biddable",139,"new","Unknown","Unknown","Unknown","Unknown","iPad mini",0,11452,"contains description",0,0,"not a 99 ending"
"biddable",350,"new","No cellular","None","White","16/32/64 GB","iPad mini",1,11453,"contains description",0,0,"not a 99 ending"
"not biddable",39.99,"new","Unknown","Unknown","Unknown","Unknown","Unknown",0,11454,"contains description",0,0,"99 ending"
"not biddable",9.95,"new","Unknown","Unknown","Space Gray","Unknown","Unknown",0,11455,"contains description",0,0,"not a 99 ending"
"not biddable",28,"new","Unknown","Unknown","Unknown","Unknown","Unknown",0,11456,"contains description",0,0,"not a 99 ending"
"not biddable",70.99,"used","Unknown","Unknown","Unknown","Unknown","Unknown",0,11457,"no description",73,2,"99 ending"
"not biddable",255,"refurbished","Unknown","Unknown","Unknown","Unknown","Unknown",0,11458,"no description",44,5,"not a 99 ending"
"not biddable",28.75,"new","Unknown","Unknown","Unknown","Unknown","Unknown",0,11459,"contains description",0,0,"not a 99 ending"
"not biddable",339.98,"new","No cellular","None","Gold","16/32/64 GB","iPad mini3",0,11460,"contains description",0,0,"not a 99 ending"
"not biddable",750,"new","Cellular","Unknown","Unknown","128 GB","iPad Air 1/2",0,11461,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",1,11462,"contains description",0,0,"99 ending"
"not biddable",250,"new","No cellular","None","Black","16/32/64 GB","iPad mini 2",0,11463,"contains description",0,0,"not a 99 ending"
"not biddable",332.5,"new","No cellular","None","White","16/32/64 GB","iPad mini3",0,11464,"contains description",0,0,"not a 99 ending"
"not biddable",118.95,"new","No cellular","None","White","16/32/64 GB","Unknown",0,11465,"contains description",0,0,"not a 99 ending"
"not biddable",149.99,"used","Unknown","Unknown","White","Unknown","Unknown",0,11466,"no description",99,1,"99 ending"
"biddable",100,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,11467,"no description",36,1,"not a 99 ending"
"not biddable",199.99,"used","No cellular","None","Black","16/32/64 GB","iPad 2",0,11468,"contains description",0,0,"99 ending"
"biddable",100,"used","No cellular","None","White","16/32/64 GB","iPad mini",1,11469,"no description",99,58,"not a 99 ending"
"biddable",75,"used","No cellular","None","Black","16/32/64 GB","iPad mini",1,11470,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"used","Cellular","Verizon","Space Gray","16/32/64 GB","iPad 2",0,11471,"contains description",0,0,"99 ending"
"biddable",215,"refurbished","Cellular","AT&T","Black","16/32/64 GB","iPad mini 2",0,11472,"contains description",0,0,"not a 99 ending"
"not biddable",395,"new","Cellular","Unknown","Unknown","16/32/64 GB","iPad mini 2",1,11473,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"used","Cellular","Sprint/T-Mobile","White","16/32/64 GB","iPad Air 1/2",1,11474,"no description",70,3,"99 ending"
"not biddable",509,"new","Cellular","Unknown","Space Gray","16/32/64 GB","iPad mini 2",0,11475,"contains description",0,0,"not a 99 ending"
"biddable",155,"refurbished","Cellular","AT&T","Black","16/32/64 GB","iPad 2",1,11476,"contains description",0,0,"not a 99 ending"
"biddable",100,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 4",1,11477,"contains description",0,0,"not a 99 ending"
"biddable",375,"used","Cellular","AT&T","White","16/32/64 GB","Unknown",0,11478,"contains description",0,0,"not a 99 ending"
"not biddable",199.99,"used","No cellular","None","White","16/32/64 GB","iPad 2",0,11479,"contains description",0,0,"99 ending"
"not biddable",289,"used","No cellular","None","White","16/32/64 GB","iPad mini 2",0,11480,"contains description",0,0,"not a 99 ending"
"not biddable",645,"new","No cellular","None","Gold","128 GB","iPad Air 1/2",0,11481,"contains description",0,0,"not a 99 ending"
"biddable",265,"used","No cellular","None","White","16/32/64 GB","iPad mini",0,11482,"no description",96,1,"not a 99 ending"
"biddable",0.99,"new","No cellular","None","Unknown","16/32/64 GB","iPad mini 2",1,11483,"contains description",0,0,"99 ending"
"biddable",450,"used","Unknown","Unknown","Space Gray","16/32/64 GB","iPad mini 2",0,11484,"contains description",0,0,"not a 99 ending"
"biddable",599.99,"new","No cellular","None","White","16/32/64 GB","Unknown",0,11485,"contains description",0,0,"99 ending"
"biddable",729.99,"new","No cellular","None","White","16/32/64 GB","iPad Air 1/2",0,11486,"contains description",0,0,"99 ending"
"not biddable",749,"new","Cellular","Unknown","Gold","128 GB","iPad Air 1/2",0,11487,"contains description",0,0,"not a 99 ending"
"biddable",729.99,"new","No cellular","None","Space Gray","128 GB","iPad mini3",0,11488,"contains description",0,0,"99 ending"
"biddable",499.99,"new","No cellular","None","Gold","16/32/64 GB","iPad mini3",0,11489,"contains description",0,0,"99 ending"
"not biddable",225,"used","Unknown","Unknown","Space Gray","16/32/64 GB","Unknown",0,11490,"no description",73,1,"not a 99 ending"
"biddable",499.99,"new","No cellular","None","White","16/32/64 GB","iPad mini3",0,11491,"contains description",0,0,"99 ending"
"biddable",599.99,"new","No cellular","None","White","16/32/64 GB","iPad mini3",0,11492,"contains description",0,0,"99 ending"
"biddable",729.99,"new","No cellular","None","White","128 GB","iPad mini3",0,11493,"contains description",0,0,"99 ending"
"biddable",350,"new","Cellular","AT&T","White","16/32/64 GB","iPad mini 2",0,11494,"no description",97,3,"not a 99 ending"
"not biddable",300,"new","No cellular","None","Unknown","16/32/64 GB","iPad 3",0,11495,"contains description",0,0,"not a 99 ending"
"biddable",350,"new","Unknown","Unknown","White","16/32/64 GB","iPad mini",0,11496,"contains description",0,0,"not a 99 ending"
"not biddable",320,"refurbished","No cellular","None","White","16/32/64 GB","iPad Air 1/2",1,11497,"contains description",0,0,"not a 99 ending"
"not biddable",425.99,"new","No cellular","None","Black","16/32/64 GB","Unknown",0,11498,"contains description",0,0,"99 ending"
"not biddable",260,"new","No cellular","None","White","16/32/64 GB","iPad mini 2",1,11499,"contains description",0,0,"not a 99 ending"
"not biddable",237,"new","No cellular","None","White","16/32/64 GB","iPad mini 2",1,11500,"contains description",0,0,"not a 99 ending"
"not biddable",150,"used","No cellular","None","Black","16/32/64 GB","iPad mini",1,11501,"contains description",0,0,"not a 99 ending"
"not biddable",180,"used","No cellular","None","Black","16/32/64 GB","iPad 2",0,11502,"contains description",0,0,"not a 99 ending"
"not biddable",80,"used","No cellular","None","Black","16/32/64 GB","iPad 1",1,11503,"contains description",0,0,"not a 99 ending"
"not biddable",100,"new","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,11504,"no description",19,0,"not a 99 ending"
"not biddable",179,"used","Cellular","Verizon","White","16/32/64 GB","iPad 2",1,11505,"contains description",0,0,"not a 99 ending"
"biddable",144.95,"new","No cellular","None","Unknown","Unknown","iPad Air 1/2",0,11506,"contains description",0,0,"not a 99 ending"
"not biddable",69.99,"used","No cellular","None","Black","16/32/64 GB","iPad 1",1,11507,"contains description",0,0,"99 ending"
"not biddable",315,"used","Unknown","Unknown","Unknown","Unknown","iPad 4",1,11508,"contains description",0,0,"not a 99 ending"
"not biddable",135,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 2",1,11509,"contains description",0,0,"not a 99 ending"
"not biddable",235,"used","No cellular","None","White","16/32/64 GB","iPad mini Retina",0,11510,"contains description",0,0,"not a 99 ending"
"not biddable",160,"used","No cellular","None","Black","16/32/64 GB","iPad mini",1,11511,"contains description",0,0,"not a 99 ending"
"not biddable",235,"new","No cellular","None","Space Gray","16/32/64 GB","iPad mini",0,11512,"contains description",0,0,"not a 99 ending"
"not biddable",295,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini 2",1,11513,"no description",38,0,"not a 99 ending"
"not biddable",219,"refurbished","Cellular","Verizon","Black","16/32/64 GB","iPad mini",1,11514,"no description",102,5,"not a 99 ending"
"not biddable",299,"used","No cellular","None","Gold","16/32/64 GB","iPad mini3",0,11515,"contains description",0,0,"99 ending"
"not biddable",280,"new","No cellular","None","White","16/32/64 GB","iPad mini 2",1,11516,"contains description",0,0,"not a 99 ending"
"not biddable",330,"used","Cellular","AT&T","White","16/32/64 GB","iPad 2",0,11517,"no description",99,2,"not a 99 ending"
"not biddable",180,"used","Cellular","AT&T","Space Gray","16/32/64 GB","iPad mini",1,11518,"contains description",0,0,"not a 99 ending"
"not biddable",500,"used","Cellular","AT&T","White","128 GB","iPad Air 1/2",0,11519,"no description",36,2,"not a 99 ending"
"not biddable",205,"used","Cellular","Verizon","Unknown","16/32/64 GB","iPad mini",1,11520,"contains description",0,0,"not a 99 ending"
"not biddable",208,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,11521,"contains description",0,0,"not a 99 ending"
"not biddable",419,"new","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",1,11522,"contains description",0,0,"not a 99 ending"
"not biddable",165,"used","No cellular","None","Black","16/32/64 GB","iPad 1",0,11523,"no description",98,2,"not a 99 ending"
"not biddable",650,"new","Cellular","AT&T","Unknown","128 GB","iPad mini3",1,11524,"contains description",0,0,"not a 99 ending"
"not biddable",290,"new","No cellular","None","White","16/32/64 GB","iPad mini3",1,11525,"contains description",0,0,"not a 99 ending"
"not biddable",347,"new","No cellular","None","White","16/32/64 GB","Unknown",0,11526,"contains description",0,0,"not a 99 ending"
"not biddable",175,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad 1",0,11527,"contains description",0,0,"not a 99 ending"
"not biddable",400,"new","Cellular","Verizon","Unknown","16/32/64 GB","iPad mini",0,11528,"contains description",0,0,"not a 99 ending"
"not biddable",730,"new","Cellular","Unknown","White","128 GB","iPad Air 1/2",0,11529,"contains description",0,0,"not a 99 ending"
"not biddable",150,"used","Cellular","Sprint/T-Mobile","Unknown","16/32/64 GB","iPad mini",1,11530,"contains description",0,0,"not a 99 ending"
"not biddable",225,"used","No cellular","None","Space Gray","16/32/64 GB","iPad mini 2",0,11531,"contains description",0,0,"not a 99 ending"
"not biddable",325,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini 2",0,11532,"no description",11,0,"not a 99 ending"
"not biddable",749.99,"new","Cellular","Unknown","Space Gray","128 GB","iPad Air 1/2",0,11533,"contains description",0,0,"99 ending"
"not biddable",225,"new","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11534,"contains description",0,0,"not a 99 ending"
"not biddable",150,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",1,11535,"contains description",0,0,"not a 99 ending"
"not biddable",128,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad 2",1,11536,"no description",95,2,"not a 99 ending"
"not biddable",105,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",0,11537,"no description",11,2,"not a 99 ending"
"not biddable",175,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11538,"contains description",0,0,"not a 99 ending"
"not biddable",550,"refurbished","Cellular","Unknown","Unknown","16/32/64 GB","iPad Air 1/2",0,11539,"no description",97,1,"not a 99 ending"
"not biddable",349.95,"new","No cellular","None","Unknown","16/32/64 GB","iPad mini3",1,11540,"contains description",0,0,"not a 99 ending"
"not biddable",250,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11541,"contains description",0,0,"not a 99 ending"
"not biddable",145,"used","No cellular","None","Black","16/32/64 GB","iPad 1",0,11542,"contains description",0,0,"not a 99 ending"
"not biddable",210,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11543,"no description",106,2,"not a 99 ending"
"not biddable",90,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 1",1,11544,"contains description",0,0,"not a 99 ending"
"not biddable",100,"used","No cellular","None","Black","16/32/64 GB","iPad 1",0,11545,"contains description",0,0,"not a 99 ending"
"not biddable",331.99,"new","No cellular","None","Gold","16/32/64 GB","iPad mini3",0,11546,"contains description",0,0,"99 ending"
"not biddable",348.6,"new","Cellular","AT&T","Space Gray","16/32/64 GB","iPad mini",0,11547,"contains description",0,0,"not a 99 ending"
"not biddable",308,"new","No cellular","None","Space Gray","16/32/64 GB","iPad mini 2",0,11548,"contains description",0,0,"not a 99 ending"
"not biddable",349,"used","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,11549,"no description",99,6,"not a 99 ending"
"not biddable",70,"used","Unknown","Unknown","Unknown","Unknown","Unknown",0,11550,"contains description",0,0,"not a 99 ending"
"not biddable",350,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",0,11551,"contains description",0,0,"not a 99 ending"
"not biddable",710,"used","Cellular","Unknown","Gold","128 GB","iPad Air 1/2",0,11552,"contains description",0,0,"not a 99 ending"
"not biddable",230,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11553,"contains description",0,0,"not a 99 ending"
"not biddable",275,"new","No cellular","None","Unknown","16/32/64 GB","iPad 2",0,11554,"no description",73,4,"not a 99 ending"
"not biddable",380,"used","Cellular","Sprint/T-Mobile","Space Gray","16/32/64 GB","iPad mini 2",1,11555,"contains description",0,0,"not a 99 ending"
"not biddable",399.99,"new","No cellular","None","Unknown","16/32/64 GB","iPad mini3",0,11556,"contains description",0,0,"99 ending"
"not biddable",280,"new","No cellular","None","Black","Unknown","iPad mini",0,11557,"contains description",0,0,"not a 99 ending"
"not biddable",220,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",0,11558,"no description",73,1,"not a 99 ending"
"not biddable",525,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad 2",0,11559,"no description",76,1,"not a 99 ending"
"not biddable",149,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 1",0,11560,"contains description",0,0,"not a 99 ending"
"not biddable",350,"used","Cellular","Verizon","White","16/32/64 GB","iPad mini",1,11561,"contains description",0,0,"not a 99 ending"
"not biddable",275,"new","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11562,"contains description",0,0,"not a 99 ending"
"not biddable",300,"used","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",0,11563,"contains description",0,0,"not a 99 ending"
"not biddable",327.58,"new","No cellular","None","Space Gray","16/32/64 GB","iPad mini 2",0,11564,"contains description",0,0,"not a 99 ending"
"not biddable",250,"refurbished","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11565,"contains description",0,0,"not a 99 ending"
"not biddable",400,"used","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,11566,"no description",99,16,"not a 99 ending"
"not biddable",420,"used","No cellular","None","White","Unknown","iPad mini Retina",1,11567,"contains description",0,0,"not a 99 ending"
"not biddable",289,"used","Unknown","Unknown","Unknown","Unknown","iPad mini",0,11568,"no description",17,0,"not a 99 ending"
"not biddable",375,"used","No cellular","None","White","16/32/64 GB","iPad mini 2",0,11569,"contains description",0,0,"not a 99 ending"
"not biddable",250,"used","Unknown","Unknown","Black","Unknown","Unknown",1,11570,"no description",98,1,"not a 99 ending"
"not biddable",525,"used","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",0,11571,"contains description",0,0,"not a 99 ending"
"not biddable",269.95,"used","No cellular","None","Black","16/32/64 GB","iPad 3",0,11572,"no description",99,3,"not a 99 ending"
"not biddable",455,"new","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",0,11573,"contains description",0,0,"not a 99 ending"
"not biddable",200,"used","No cellular","None","White","16/32/64 GB","Unknown",0,11574,"contains description",0,0,"not a 99 ending"
"not biddable",149.99,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 1",0,11575,"contains description",0,0,"99 ending"
"not biddable",400,"used","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,11576,"no description",87,3,"not a 99 ending"
"not biddable",315,"used","Unknown","Unknown","Unknown","16/32/64 GB","iPad 4",0,11577,"contains description",0,0,"not a 99 ending"
"not biddable",500,"new","No cellular","None","Unknown","16/32/64 GB","iPad mini3",0,11578,"contains description",0,0,"not a 99 ending"
"not biddable",70,"used","No cellular","None","Black","Unknown","iPad 1",0,11579,"contains description",0,0,"not a 99 ending"
"not biddable",450,"used","No cellular","None","Unknown","16/32/64 GB","iPad 3",0,11580,"contains description",0,0,"not a 99 ending"
"not biddable",8,"used","Unknown","Unknown","Unknown","Unknown","iPad 4",1,11581,"no description",12,1,"not a 99 ending"
"not biddable",195,"refurbished","Cellular","AT&T","Black","16/32/64 GB","iPad 4",1,11582,"contains description",0,0,"not a 99 ending"
"not biddable",4.99,"new","Unknown","Unknown","Unknown","Unknown","Unknown",1,11583,"contains description",0,0,"99 ending"
"not biddable",259.99,"new","No cellular","None","White","16/32/64 GB","iPad mini",0,11584,"contains description",0,0,"99 ending"
"not biddable",100,"used","Unknown","Unknown","Unknown","16/32/64 GB","Unknown",0,11585,"no description",85,1,"not a 99 ending"
"not biddable",350,"used","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,11586,"no description",40,2,"not a 99 ending"
"not biddable",380,"used","Unknown","Unknown","Black","16/32/64 GB","Unknown",0,11587,"no description",41,3,"not a 99 ending"
"not biddable",200,"refurbished","No cellular","None","Unknown","16/32/64 GB","iPad 3",0,11588,"no description",92,5,"not a 99 ending"
"not biddable",150,"used","No cellular","None","Unknown","16/32/64 GB","Unknown",1,11589,"contains description",0,0,"not a 99 ending"
"not biddable",380,"new","No cellular","None","White","16/32/64 GB","iPad mini3",1,11590,"contains description",0,0,"not a 99 ending"
"not biddable",2.99,"new","Unknown","Unknown","Unknown","Unknown","Unknown",0,11591,"contains description",0,0,"99 ending"
"not biddable",350,"new","Unknown","Unknown","White","16/32/64 GB","iPad mini 2",0,11592,"contains description",0,0,"not a 99 ending"
"biddable",60,"for parts or not working","Cellular","Verizon","Unknown","16/32/64 GB","iPad mini",0,11593,"contains description",0,0,"not a 99 ending"
"not biddable",480,"used","Unknown","Unknown","Unknown","Unknown","Unknown",0,11594,"no description",35,3,"not a 99 ending"
"not biddable",175,"used","No cellular","None","Black","16/32/64 GB","iPad 3",0,11595,"contains description",0,0,"not a 99 ending"
"not biddable",69.69,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 3",1,11596,"no description",6,0,"not a 99 ending"
"not biddable",175,"used","Unknown","Unknown","Unknown","Unknown","Unknown",0,11597,"contains description",0,0,"not a 99 ending"
"biddable",15,"for parts or not working","Cellular","AT&T","Unknown","16/32/64 GB","iPad 1",1,11598,"no description",109,4,"not a 99 ending"
"not biddable",119.88,"for parts or not working","Cellular","Verizon","Unknown","16/32/64 GB","iPad 4",0,11599,"no description",29,26,"not a 99 ending"
"not biddable",225,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini 2",0,11600,"contains description",0,0,"not a 99 ending"
"not biddable",29.99,"for parts or not working","Cellular","AT&T","Unknown","16/32/64 GB","iPad mini",1,11601,"contains description",0,0,"99 ending"
"biddable",119.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",0,11602,"contains description",0,0,"99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad 4",1,11603,"no description",20,2,"99 ending"
"not biddable",150,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 4",0,11604,"contains description",0,0,"not a 99 ending"
"not biddable",229,"for parts or not working","Unknown","Unknown","Unknown","16/32/64 GB","iPad Air 1/2",1,11605,"contains description",0,0,"not a 99 ending"
"not biddable",199,"for parts or not working","No cellular","None","White","16/32/64 GB","Unknown",0,11606,"contains description",0,0,"99 ending"
"biddable",50,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad 2",1,11607,"contains description",0,0,"not a 99 ending"
"not biddable",149,"refurbished","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,11608,"contains description",0,0,"not a 99 ending"
"not biddable",29.95,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 1",1,11609,"no description",70,10,"not a 99 ending"
"not biddable",129.99,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad 2",0,11610,"no description",11,1,"99 ending"
"biddable",15,"for parts or not working","Cellular","Unknown","Black","16/32/64 GB","iPad 1",1,11611,"no description",103,32,"not a 99 ending"
"not biddable",229.98,"for parts or not working","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",0,11612,"no description",99,17,"not a 99 ending"
"biddable",19.5,"for parts or not working","Cellular","Sprint/T-Mobile","Black","16/32/64 GB","iPad mini",1,11613,"contains description",0,0,"not a 99 ending"
"not biddable",69.95,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 2",0,11614,"no description",24,4,"not a 99 ending"
"biddable",75,"for parts or not working","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",1,11615,"contains description",0,0,"not a 99 ending"
"biddable",50,"for parts or not working","No cellular","None","Space Gray","16/32/64 GB","iPad mini",1,11616,"contains description",0,0,"not a 99 ending"
"biddable",14.99,"for parts or not working","Cellular","Unknown","Black","16/32/64 GB","iPad 1",1,11617,"contains description",0,0,"99 ending"
"biddable",100,"for parts or not working","Cellular","Unknown","White","16/32/64 GB","iPad 4",1,11618,"contains description",0,0,"not a 99 ending"
"biddable",299.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",1,11619,"no description",87,4,"99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,11620,"no description",26,0,"99 ending"
"biddable",0.99,"for parts or not working","Cellular","Unknown","Black","16/32/64 GB","iPad 1",1,11621,"no description",99,1,"99 ending"
"biddable",30,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 1",0,11622,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Black","16/32/64 GB","Unknown",1,11623,"contains description",0,0,"99 ending"
"biddable",25,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 3",1,11624,"no description",60,2,"not a 99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",1,11625,"contains description",0,0,"99 ending"
"biddable",114.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11626,"contains description",0,0,"99 ending"
"biddable",49.99,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad 3",1,11627,"contains description",0,0,"99 ending"
"biddable",10,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,11628,"no description",99,1,"not a 99 ending"
"not biddable",59.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",0,11629,"no description",89,15,"99 ending"
"biddable",30,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,11630,"contains description",0,0,"not a 99 ending"
"not biddable",100,"for parts or not working","Cellular","Unknown","Black","16/32/64 GB","iPad 3",0,11631,"contains description",0,0,"not a 99 ending"
"biddable",30,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad mini",1,11632,"contains description",0,0,"not a 99 ending"
"not biddable",209,"for parts or not working","Unknown","Unknown","Unknown","16/32/64 GB","iPad Air 1/2",0,11633,"contains description",0,0,"not a 99 ending"
"biddable",14.99,"for parts or not working","Cellular","Unknown","Black","16/32/64 GB","iPad 1",1,11634,"contains description",0,0,"99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 3",1,11635,"no description",40,0,"99 ending"
"biddable",25,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad mini",1,11636,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",1,11637,"contains description",0,0,"99 ending"
"biddable",39,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad 4",1,11638,"contains description",0,0,"not a 99 ending"
"biddable",119.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11639,"contains description",0,0,"99 ending"
"not biddable",89.99,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad 2",0,11640,"no description",100,9,"99 ending"
"biddable",32.95,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",1,11641,"no description",21,2,"not a 99 ending"
"not biddable",550,"for parts or not working","Cellular","Sprint/T-Mobile","Unknown","128 GB","iPad Air 1/2",0,11642,"no description",19,5,"not a 99 ending"
"not biddable",128,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad 3",0,11643,"no description",101,2,"not a 99 ending"
"biddable",80,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 2",0,11644,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",1,11645,"contains description",0,0,"99 ending"
"biddable",40,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,11646,"no description",94,76,"not a 99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Space Gray","16/32/64 GB","iPad mini",1,11647,"no description",87,2,"99 ending"
"not biddable",71.99,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad 2",1,11648,"contains description",0,0,"99 ending"
"not biddable",209,"for parts or not working","Unknown","Unknown","Unknown","16/32/64 GB","iPad Air 1/2",0,11649,"contains description",0,0,"not a 99 ending"
"biddable",92,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,11650,"no description",54,8,"not a 99 ending"
"biddable",179.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,11651,"no description",87,4,"99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini 2",1,11652,"no description",96,6,"99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,11653,"contains description",0,0,"99 ending"
"biddable",0.99,"for parts or not working","Cellular","Sprint/T-Mobile","White","16/32/64 GB","iPad Air 1/2",1,11654,"no description",30,10,"99 ending"
"biddable",65,"for parts or not working","Cellular","AT&T","Black","16/32/64 GB","iPad 4",1,11655,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad mini",1,11656,"contains description",0,0,"99 ending"
"biddable",1,"for parts or not working","Cellular","AT&T","Unknown","16/32/64 GB","iPad 1",1,11657,"contains description",0,0,"not a 99 ending"
"not biddable",128,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad 3",0,11658,"no description",101,2,"not a 99 ending"
"not biddable",200,"used","Unknown","Unknown","Unknown","16/32/64 GB","iPad 2",0,11659,"no description",100,3,"not a 99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad mini",1,11660,"no description",101,0,"99 ending"
"biddable",25,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad mini",1,11661,"no description",35,1,"not a 99 ending"
"biddable",30,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,11662,"contains description",0,0,"not a 99 ending"
"not biddable",57.5,"for parts or not working","Unknown","Unknown","Unknown","16/32/64 GB","Unknown",1,11663,"contains description",0,0,"not a 99 ending"
"biddable",39.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",1,11664,"contains description",0,0,"99 ending"
"biddable",75,"for parts or not working","Unknown","Unknown","Unknown","16/32/64 GB","Unknown",1,11665,"contains description",0,0,"not a 99 ending"
"biddable",5,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad 2",1,11666,"contains description",0,0,"not a 99 ending"
